cleName,cleid,siteId,siteName,mirDownlink,mirUplink
TIDEWATER INC.,106250,54771,Pacific Griffon,8192,4096
TIDEWATER INC.,106250,54795,Pacific Valhalla,8192,4096
TIDEWATER INC.,106250,29009,JONES TIDE,8192,4096
TIDEWATER INC.,106250,54787,Pacific Peacock,8192,4096
TIDEWATER INC.,106250,54768,Pacific Vanguard,8192,4096
TIDEWATER INC.,106250,28614,Olivier Tide,8192,4096
TIDEWATER INC.,106250,54794,Pacific Vigilance,8192,4096
TIDEWATER INC.,106250,54720,Pacific Python,8192,4096
TIDEWATER INC.,106250,54662,Pacific Heron,8192,4096
TIDEWATER INC.,106250,54785,Pacific Victory,8192,4096
TIDEWATER INC.,106250,28965,Stephen Wallace Dick,8192,4096
TIDEWATER INC.,106250,58633,TANTALUS TIDE,8192,4096
TIDEWATER INC.,106250,55615,ASL Synergy,8192,4096
TIDEWATER INC.,106250,54730,Pacific Gosling,8192,4096
COASTAL TRANSPORTATION INC.,158240,5356,Coastal Trader,8192,4096
COASTAL TRANSPORTATION INC.,158240,5147,Coastal Navigator,8192,4096
COASTAL TRANSPORTATION INC.,158240,6066,Coastal Standard,8192,4096
COASTAL TRANSPORTATION INC.,158240,5926,Coastal Nomad,8192,4096
COASTAL TRANSPORTATION INC.,158240,5994,Coastal Progress,8192,4096
TRIDENT SEAFOODS,186586,202,F/V Island Enterprise,8192,4096
TRIDENT SEAFOODS,186586,46938,Starbound,8192,4096
TRIDENT SEAFOODS,186586,214,Seattle Enterprise,8192,4096
TRIDENT SEAFOODS,186586,6621,INDEPENDENCE,8192,4096
Wallem Shipmanagement LTD,94976,30479,Emerald Leader,8192,4096
Wallem Shipmanagement LTD,94976,2572,NYK Daniella,8192,4096
Wallem Shipmanagement LTD,94976,30481,Opal Leader,8192,4096
Wallem Shipmanagement LTD,94976,17676,Coral Leader,8192,4096
Wallem Shipmanagement LTD,94976,30482,Spica Leader,8192,4096
China Shipping Group Company,92303,6531,XIANG RUI KOU,8192,3072
Dragon & Elephant Enterprise Company,86385,7378,Solaris,8192,3072
Associated Maritime Company Ltd / AMCL,94975,54841,New Alliance,8192,4096
Associated Maritime Company Ltd / AMCL,94975,61930,New Argosy,8192,4096
MARFLET MARINE SA,99463,36242,Virgen Del Quinche,8192,4096
Northern Marine Management Ltd,100954,15182,LNG ABALAMABIE,8192,4096
Northern Marine Management Ltd,100954,59127,Stena Progressive,8192,4096
Northern Marine Management Ltd,100954,60809,Energos Maria,8192,4096
Northern Marine Management Ltd,100954,42889,STENA PROSPEROUS (Hull No. 19121027),8192,4096
Northern Marine Management Ltd,100954,42893,STENA PRO MARINE (Hull No. 19121025),8192,4096
Northern Marine Management Ltd,100954,59128,Stena Provident,8192,4096
Northern Marine Management Ltd,100954,42892,STENA PRO PATRIA (Hull No. 19121023),8192,4096
Northern Marine Management Ltd,100954,14918,LNG ABUJA II,8192,4096
Northern Marine Management Ltd,100954,42891,STENA PROMISE (Hull No. 19121026),8192,4096
KAWASAKI KISEN KAISHA,112109,14908,Meishan Bridge,8192,4096
KAWASAKI KISEN KAISHA,112109,52752,AXIS RIVER,8192,4096
KAWASAKI KISEN KAISHA,112109,15287,ONE MANHATTAN,8192,4096
KAWASAKI KISEN KAISHA,112109,21596,ONE MACKINAC,8192,4096
KAWASAKI KISEN KAISHA,112109,16822,MADRID BRIDGE,8192,4096
KAWASAKI KISEN KAISHA,112109,14901,ONE MINATO,8192,4096
KAWASAKI KISEN KAISHA,112109,59184,BROOKLYN BRIDGE,8192,4096
Kristian Gerhard Jebsen Skipsrederi AS,247955,3557,SKS Doda 229-16-5052,8192,4096
Kristian Gerhard Jebsen Skipsrederi AS,247955,3553,SKS Driva 221-16-5072,8192,4096
Kristian Gerhard Jebsen Skipsrederi AS,247955,3548,SKS Donggang 227-16-5063,8192,4096
COMSATEL S.A.,190812,4810,SANTIAGO,8192,4096
COMSATEL S.A.,190812,4802,AZTEC,8192,4096
COMSATEL S.A.,190812,40970,ARMONIA,8192,4096
"Subcom, LLC",246759,306,CS Reliance ,8192,4096
"Subcom, LLC",246759,399,CS Global Sentinel,8192,4096
"Subcom, LLC",246759,34860,Endeavour Client 1,8192,4096
"Subcom, LLC",246759,4698,CS Decisive Client 1 ,8192,4096
"Subcom, LLC",246759,34858,Endeavour,8192,4096
"Subcom, LLC",246759,3656,CS Dependable Client,8192,4096
"Subcom, LLC",246759,595,CS Resolute ,8192,4096
"Subcom, LLC",246759,4519,CS Resolute Client 1,8192,4096
"Subcom, LLC",246759,3764,CS Responder Client 1,8192,4096
"Subcom, LLC",246759,324,CS Decisive ,8192,4096
"Subcom, LLC",246759,4560,CS Reliance Client 1,8192,4096
Kotug International BV,145044,57857,SD Grace,8192,4096
Kotug International BV,145044,17044,Beagle Bay,8192,4096
Kotug International BV,145044,7691,RT Roebuck Bay,8192,4096
Kotug International BV,145044,17045,Kuri Bay,8192,4096
Station Satcom Pte Ltd,244172,51406,OCEANA RIVER,8192,4096
Huginn Ehf,246609,136,Huginn VE 55,8192,4096
Ocean Whale Company Ltd.,257089,27706,Fin Whale,8192,4096
Ocean Whale Company Ltd.,257089,27707,Kapitan Solyanik,8192,4096
Ocean Whale Company Ltd.,257089,27710,Grey Whale,8192,4096
Ocean Whale Company Ltd.,257089,27711,Right Whale,8192,4096
Ocean Whale Company Ltd.,257089,27708,Pilot Whale,8192,4096
Ocean Whale Company Ltd.,257089,27712,Sei Whale,8192,4096
AWARITSE NIGERIA LIMITED,236569,51320,Prince Jameson I,8192,4096
California State University,247051,1625,T.S Golden Bear,8192,2048
Hays Ships Ltd,257247,43240,KOMMANDOR ORCA,8192,4096
Misuga Kaiun Co Ltd,122261,34396,Glorious Jasmine,8192,3072
Ocean Viking AS,246985,1196,M/S Ocean Viking (NO),8192,4096
Siem Shipowning I Norway AS,258244,29399,Siem Curie,8192,4096
Royal Greenland,93319,284,Kaassassuk,8192,2048
Royal Greenland,93319,195,F/TR Akamalik,8192,4096
Limmat Inter S.A.,246895,4323,M/V Fishing Success,8192,4096
Limmat Inter S.A.,246895,1007,FISHING VEST,8192,4096
Limmat Inter S.A.,246895,1318,FISHING SEA,8192,4096
Limmat Inter S.A.,246895,3376,Kapitan Morgun,8192,4096
Limmat Inter S.A.,246895,4653,FISHING KORAL,8192,4096
Vinnslustodin Hf,246815,33502,Breki VE61,8192,4096
UECC Unipessoal LDA,246782,411,M/V Autosun,8192,4096
ATLANTIC OFFSHORE MANAGEMENT AS,238412,17820,Ocean Dee,8192,4096
INTERNATIONAL TANKER MANAGEMANT LTD - DUBAI BRANCH,246627,61114,GEM,8192,4096
Deep Frontline Shippers Ltd,247075,48385,Tulja Tanvi,8192,4096
NIPPON YUSEN KABUSHIKI KAISHA,259064,32129,DIAMOND GAS CRYSTAL,8192,4096
NIPPON YUSEN KABUSHIKI KAISHA,259064,32130,DIAMOND GAS VICTORIA,8192,4096
NIPPON YUSEN KABUSHIKI KAISHA,259064,39828,GRACE FREESIA,8192,4096
Navarino Technology CY Ltd,241791,40998,EXQUISITE,8192,4096
One Net Limited,190841,47409,TRUE NEPTUNE,8192,4096
Marlink SAS,163468,39958,Kisogawa,8192,4096
Marlink SAS,163468,39537,Summit River,8192,4096
Marlink SAS,163468,32225,RV Nathaniel B. Palmer,8192,4096
Marlink SAS,163468,32028,RV Blue Heron,8192,4096
Marlink SAS,163468,52058,Sakuragawa,8192,4096
Marlink SAS,163468,51550,GALAXY RIVER,8192,4096
Marlink SAS,163468,43140,Yamatogawa,8192,4096
Marlink SAS,163468,55613,SETAGAWA,8192,4096
Marlink SAS,163468,24209,GAZ MILLENNIUM,8192,4096
SINGAPORE TELECOMMUNICATIONS LTD.,126885,21912,HYPROC_OUGARTA,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,52000,TAN SUO YI HAO,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,33285,TAN SUO 2 HAO,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,31644,XIANGYANGHONG 01,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,34179,XIANGYANGHONG 06,8192,4096
Geoquip Marine Operations AG,259887,35772,GEOQUIP SAENTIS,8192,4096
Geoquip Marine Operations AG,259887,35730,GEOQUIP SPEER,8192,4096
Geoquip Marine Operations AG,259887,38705,GEOQUIP SEEHORN,8192,4096
Geoquip Marine Operations AG,259887,39856,GEOQUIP ELENA,8192,4096
Geoquip Marine Operations AG,259887,35773,MV INVESTIGATOR,8192,4096
Maersk A/S,259957,36519,MAERSK HERRERA,8192,2048
Maersk A/S,259957,58261,Maersk Havana,8192,2048
Maersk A/S,259957,51306,Santa Isabel,8192,2048
Maersk A/S,259957,51309,Santa Clara,8192,2048
Maersk A/S,259957,36789,Charlotte Maersk,8192,2048
Maersk A/S,259957,48157,Maersk Nusantara,8192,2048
Maersk A/S,259957,52450,Maersk Valparaiso,8192,2048
Maersk A/S,259957,48158,Maersk Chattogram,8192,2048
Maersk A/S,259957,52452,Maersk Vigo,8192,2048
Maersk A/S,259957,36763,Maersk Taikung,8192,2048
Maersk A/S,259957,52349,Maersk Veracruz,8192,2048
Maersk A/S,259957,36522,Maersk Hamburg,8192,2048
Maersk A/S,259957,52248,Maersk Victoria,8192,2048
Maersk A/S,259957,36790,Maersk Serangoon,8192,2048
Seaspan Ship Management Limited,134381,42326,ONE Amazon,8192,4096
Seaspan Ship Management Limited,134381,47589,ONE Focus,8192,4096
Seaspan Ship Management Limited,134381,48036,ONE Fantastic,8192,4096
Seaspan Ship Management Limited,134381,51337,ONE REASSURANCE,8192,4096
Seaspan Ship Management Limited,134381,47606,ZIM Mount Fuji,8192,4096
Seaspan Ship Management Limited,134381,47594,ONE Frontier,8192,4096
Seaspan Ship Management Limited,134381,47226,ONE Freedom,8192,4096
Seaspan Ship Management Limited,134381,51327,ZIM Diamond,8192,4096
Seaspan Ship Management Limited,134381,42303,ONE Parana.,8192,4096
Seaspan Ship Management Limited,134381,42024,ZIM USA,8192,4096
Seaspan Ship Management Limited,134381,48037,ONE Forward,8192,4096
Seaspan Ship Management Limited,134381,51317,ZIM Moonstone,8192,4096
Seaspan Ship Management Limited,134381,42324,ONE Magdalena.,8192,4096
Seaspan Ship Management Limited,134381,48033,ONE Future,8192,4096
Seaspan Ship Management Limited,134381,47601,ZIM Mount Vinson,8192,4096
Seaspan Ship Management Limited,134381,47591,ONE Fortune,8192,4096
Seaspan Ship Management Limited,134381,47605,ZIM Mount Everest,8192,4096
Seaspan Ship Management Limited,134381,47230,ZIM Amber,8192,4096
Seaspan Ship Management Limited,134381,47592,ONE Fruition,8192,4096
Seaspan Ship Management Limited,134381,47227,ZIM Sammy Ofer,8192,4096
Seaspan Ship Management Limited,134381,47228,ONE READINESS,8192,4096
Seaspan Ship Management Limited,134381,48035,Maersk Cleveland,8192,4096
Seaspan Ship Management Limited,134381,51338,ONE RECOGNITION,8192,4096
Seaspan Ship Management Limited,134381,47599,ZIM Mount Olympus,8192,4096
Seaspan Ship Management Limited,134381,51334,ZIM Coral,8192,4096
Seaspan Ship Management Limited,134381,51324,ZIM Sapphire,8192,4096
Seaspan Ship Management Limited,134381,47590,ONE Forever,8192,4096
Seaspan Ship Management Limited,134381,42325,ONE Orinoco,8192,4096
Seaspan Ship Management Limited,134381,51326,ZIM Spinel,8192,4096
Seaspan Ship Management Limited,134381,51318,ZIM Pearl,8192,4096
Seaspan Ship Management Limited,134381,51340,ONE REINFORCEMENT,8192,4096
Seaspan Ship Management Limited,134381,48034,Maersk Cincinnati,8192,4096
Seaspan Ship Management Limited,134381,47600,ZIM Mount Rainier,8192,4096
Seaspan Ship Management Limited,134381,51308,ONE REPUTATION,8192,4096
Seaspan Ship Management Limited,134381,47221,Maersk Charleston,8192,4096
Seaspan Ship Management Limited,134381,51322,ZIM Ruby,8192,4096
Seaspan Ship Management Limited,134381,51328,ZIM Jade,8192,4096
Seaspan Ship Management Limited,134381,47593,ONE Friendship,8192,4096
Seaspan Ship Management Limited,134381,51332,ONE Resolution,8192,4096
Seaspan Ship Management Limited,134381,51333,ONE Responsibility,8192,4096
Seaspan Ship Management Limited,134381,51335,ZIM Emerald,8192,4096
Seaspan Ship Management Limited,134381,51339,ONE Recommendation,8192,4096
Seaspan Ship Management Limited,134381,42301,ZIM Canada,8192,4096
Seaspan Ship Management Limited,134381,51325,ZIM Topaz,8192,4096
Seaspan Ship Management Limited,134381,51315,ZIM Aquamarine,8192,4096
Seaspan Ship Management Limited,134381,47603,ZIM Mount Elbrus,8192,4096
Seaspan Ship Management Limited,134381,51330,ZIM Jasper,8192,4096
Seaspan Ship Management Limited,134381,47598,ZIM Mount Denali,8192,4096
Seaspan Ship Management Limited,134381,47602,ZIM Mount Blanc,8192,4096
Seaspan Ship Management Limited,134381,51331,ONE RESILIENCE,8192,4096
Seaspan Ship Management Limited,134381,51336,ZIM Opal,8192,4096
Seaspan Ship Management Limited,134381,47595,ZIM Mount Kilimanjaro,8192,4096
Seaspan Ship Management Limited,134381,51316,ZIM Alexandrite,8192,4096
Seaspan Ship Management Limited,134381,51341,ONE Reliability,8192,4096
Niqitaq Fisheries Ltd.,223230,60178,Inuksuk II,8192,4096
Ocean Infinity Group Limited,261292,56270,ARMADA 78 05,8192,4096
Ocean Infinity Group Limited,261292,59224,ARMADA 78 04,8192,4096
Ocean Infinity Group Limited,261292,52358,ARMADA 78 01,8192,4096
Ocean Infinity Group Limited,261292,52357,ARMADA 78 02,8192,4096
POSH SAUDI CO.LTD.,258623,21632,Posh Sandpiper,8192,4096
POSH SAUDI CO.LTD.,258623,21593,Posh Pelican,8192,4096
Siem Car Carriers Pte Ltd,270059,47112,SIEM COPERNICUS,8192,4096
DELTA LOGISTICS LTD,270060,55597,DELTA COMMANDER,8192,4096
BRITOIL OFFSHORE SERVICES PTE LTD,155846,60708,Britoil Discovery,8192,4096
Borealis Maritime Ltd,270103,48156,Aurora Horizon,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,48369,SHEN HAI YI HAO,8192,4096
Siem Shipping UK Ltd,247991,37502,MOSEL ACE,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,52298,DA YANG HAO,8192,4096
POSH Darussalam Sdn Bhd,270136,52821,POSH ENTERPRISE,8192,4096
POSH Darussalam Sdn Bhd,270136,61781,POSH Endeavour,8192,4096
Sea Trade Marine S.A.,270162,57906,Cassiopeia II,8192,4096
"Subcom, LLC",246759,54880,Ocean Surveyor,8192,4096
AVA OCEAN AS,270197,54994,ARCTIC PEARL,8192,4096
NLNG Ship Management Ltd,247962,56301,LNG BAYELSA,8192,4096
Columbia Shipmanagement Limited,259934,61320,Plata West,8192,4096
Petroleum and Energy Telecommunications,270213,61194,Zamil LB9,8192,4096
Petroleum and Energy Telecommunications,270213,56690,Zamil 63,8192,4096
Petroleum and Energy Telecommunications,270213,59411,Zamil LB8,8192,4096
Zamil Offshore Services Company,270153,53772,Zamil 65,8192,4096
Petroleum and Energy Telecommunications,270213,59409,Zamil LB7,8192,4096
Malaysia Vietnam Offshore Terminals Limited,270295,57719,FSO Orkid,8192,4096
ATHENIAN SEA CARRIERS LTD.,270303,57715,Captain X Kyriakou,8192,4096
OPTRA SHIPPING LTD,270308,57764,Bertolle,8192,4096
Siem Shipping UK Ltd,247991,37498,LEEVSTEN,8192,4096
I.T. INTERNATIONAL TELECOM MARINE SRL,270312,57956,IT-Infinity,8192,4096
Frontline Management (Bermuda) Ltd,128786,33096,Avance Polaris H.2357,8192,4096
Frontline Management (Bermuda) Ltd,128786,33097,Avance Capella H.2358,8192,4096
Frontline Management (Bermuda) Ltd,128786,39313,Avance Rigel H.2360,8192,4096
Frontline Management (Bermuda) Ltd,128786,39314,Avance Avior H.2361,8192,4096
Frontline Management (Bermuda) Ltd,128786,25547,PAMPERO,8192,4096
Frontline Management (Bermuda) Ltd,128786,25548,CHINOOK,8192,4096
J.F.K Trol P/F,270360,59484,ARCTIC VIKING,8192,2048
PT. Pertamina International Shipping,270380,60552,PERTAMINA GAS CASPIA,8192,4096
PT. Pertamina International Shipping,270380,60553,PERTAMINA GAS DAHLIA,8192,4096
"Hong Kong Ming Wah Shipping Co., Ltd",94995,61159,PACIFIC WARRIOR,8192,4096
"Hong Kong Ming Wah Shipping Co., Ltd",94995,61155,PACIFIC MERCHANTS,8192,4096
Frontline Management (Bermuda) Ltd,128786,60951,Savannah Express,8192,4096
Felucca Maritime Services LLC,270406,61454,Fire Opal,8192,4096
Felucca Maritime Services LLC,270406,61455,Trapiche Emerald,8192,4096
Frontline Management (Bermuda) Ltd,128786,59922,Front Rauma,8192,4096
Frontline Management (Bermuda) Ltd,128786,60256,Front Surna,8192,4096
Frontline Management (Bermuda) Ltd,128786,60254,Front Forth,8192,4096
Frontline Management (Bermuda) Ltd,128786,59930,Front Vosso,8192,4096
Frontline Management (Bermuda) Ltd,128786,60255,Front Vefsna,8192,4096
Frontline Management (Bermuda) Ltd,128786,59928,Front Flores,8192,4096
Frontline Management (Bermuda) Ltd,128786,59923,Front Neiden,8192,4096
Frontline Management (Bermuda) Ltd,128786,60253,Front Eira,8192,4096
Frontline Management (Bermuda) Ltd,128786,59927,Front Osen,8192,4096
Frontline Management (Bermuda) Ltd,128786,60252,Front Eagle,8192,4096
Frontline Management (Bermuda) Ltd,128786,59944,Front Beauly,8192,4096
Frontline Management (Bermuda) Ltd,128786,59949,Front Naver,8192,4096
Frontline Management (Bermuda) Ltd,128786,59925,Front Cloud,8192,4096
Frontline Management (Bermuda) Ltd,128786,59948,Front Morgan,8192,4096
Frontline Management (Bermuda) Ltd,128786,59947,Front Humber,8192,4096
Frontline Management (Bermuda) Ltd,128786,59946,Front Gander,8192,4096
Frontline Management (Bermuda) Ltd,128786,60259,Front Clyde,8192,4096
Frontline Management (Bermuda) Ltd,128786,59942,Front Dee,8192,4096
Frontline Management (Bermuda) Ltd,128786,60258,Front Spey,8192,4096
Frontline Management (Bermuda) Ltd,128786,59924,Front Hawke,8192,4096
Frontline Management (Bermuda) Ltd,128786,59943,Front Tay,8192,4096
Frontline Management (Bermuda) Ltd,128786,59941,Front Beaver,8192,4096
Frontline Management (Bermuda) Ltd,128786,60257,Front Otra,8192,4096
Frontline Management (Bermuda) Ltd,128786,59920,Front Maine,8192,4096
Frontline Management (Bermuda) Ltd,128786,59653,Skandi Mercur,8192,4096
Frontline Management (Bermuda) Ltd,128786,59652,Skandi Jupiter,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,58992,NINE FRONTIER,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,55197,ASUKA II,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,47207,MIRAI,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,29547,Shinsei Maru,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,31119,KAIMEI,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,7170,CHIKYU,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,42431,HAKUHO MARU,8192,4096
KDDI Corporation,37575,6951,KDDI CABLE INFINITY,8192,4096
"China Transport Telecommunication Info Gp Co., Ltd",189410,4490,MCN Beijing,8192,3072
"Ship Data Center Co., Ltd.",256580,7072,SHIP DC - DEMO,8192,3072
Exmar Shipmanagement NV,247963,4122,KALLO (Hanjin P0126),8192,4096
Exmar Shipmanagement NV,247963,4268,KAPELLEN,8192,4096
Exmar Shipmanagement NV,247963,4368,KOKSIJDE,8192,4096
Exmar Shipmanagement NV,247963,3972,KONTICH,8192,4096
Eaglestar Shipmanagement (S) Pte Ltd,122643,4507,Eagle Varna,8192,4096
Eaglestar Shipmanagement (S) Pte Ltd,122643,4439,Eagle Kinarut,8192,4096
Eaglestar Shipmanagement (L) Pte Ltd,39480,1505,Puteri Firus Satu,8192,4096
ANTHONY VEDER REDERIJZAKEN BV,96015,5474,Coral Energice,8192,4096
Westrybflot JSC,250681,4637,Staryy Arbat,8192,4096
Morskaya Zvezda Ltd.,250264,5559,Kurshskaya Kosa,8192,4096
Morskaya Zvezda Ltd.,250264,3662,Karacharovo,8192,4096
Morskaya Zvezda Ltd.,250264,32437,Iosif Shmelkin,8192,4096
RPK Rybflot FOR AO,250281,3674,Nivenskoye,8192,4096
RPK Rybflot FOR AO,250281,2046,Boris Syromyatnikov,8192,4096
RPK Rybflot FOR AO,250281,3665,Valeriy Dzhaparidze,8192,4096
JSC Atlantrybflot,130495,5563,Baltiyskaya Kosa,8192,4096
LSC SIA,230069,2941,Uzava,8192,4096
Fiskkaup Ehf,246519,51834,Kristrun RE,8192,4096
Murmansk Trawl Fleet JSC,246632,42497,Kapitan Bulatov,8192,4096
FTAI PIONEER MI LLC,259725,34475,PIONEER,8192,4096
Lagoon Sea Cruises LTD,261275,41487,BLUE SAPPHIRE,8192,4096
Thome Offshore Management Pte Ltd,246767,54923,Starling,8192,4096
Sea Ship Management Ltd.,270249,56220,BOGAZICI,8192,4096
AST Connections Ltd,85991,42907,AKSAZ GGGK,8192,4096
AST Connections Ltd,85991,57029,AKSAZ 2023,8192,4096
AST Connections Ltd,85991,45078,AKSAZ 2 GGGL,8192,4096
China Shipping Group Company,92303,32108,YUAN TANG WAN,8192,4096
Royal Greenland A/S,93330,17672,Avataq,8192,4096
Royal Greenland A/S,93330,40681,Nataarnaq,8192,4096
Frontline Management (Bermuda) Ltd,128786,48041,Golden Lion,8192,4096
Frontline Management (Bermuda) Ltd,128786,54090,Maersk Pelepas / CHB 077,8192,4096
Frontline Management (Bermuda) Ltd,128786,3926,Front Sirius,8192,4096
Frontline Management (Bermuda) Ltd,128786,2337,Sea Pegasus,8192,4096
Frontline Management (Bermuda) Ltd,128786,3823,SEA POSEIDON,8192,4096
Frontline Management (Bermuda) Ltd,128786,4366,Front Cosmos,8192,4096
Frontline Management (Bermuda) Ltd,128786,48040,Golden Soul,8192,4096
Frontline Management (Bermuda) Ltd,128786,6875,GOLDEN FROST Hull No. B82K-15,8192,4096
Frontline Management (Bermuda) Ltd,128786,3846,Front Altair,8192,4096
Frontline Management (Bermuda) Ltd,128786,3255,Maersk Shivling HULL no 4098,8192,4096
Frontline Management (Bermuda) Ltd,128786,2482,Golden Ruby,8192,4096
Frontline Management (Bermuda) Ltd,128786,3994,Front Vega,8192,4096
Frontline Management (Bermuda) Ltd,128786,3860,Golden Amber P010,8192,4096
Frontline Management (Bermuda) Ltd,128786,4171,Front Crown,8192,4096
Frontline Management (Bermuda) Ltd,128786,6589,GOLDEN COMFORT,8192,4096
Frontline Management (Bermuda) Ltd,128786,54091,Maersk Phuket,8192,4096
Frontline Management (Bermuda) Ltd,128786,3213,GOLDEN SURABAYA,8192,4096
Frontline Management (Bermuda) Ltd,128786,25554,BREEZE,8192,4096
Frontline Management (Bermuda) Ltd,128786,6592,GOLDEN CHAMPION,8192,4096
Frontline Management (Bermuda) Ltd,128786,3328,Golden Scape,8192,4096
Frontline Management (Bermuda) Ltd,128786,2543,KSL Salvador,8192,4096
Frontline Management (Bermuda) Ltd,128786,6559,GOLDEN CORAL,8192,4096
Frontline Management (Bermuda) Ltd,128786,1537,Blue Lhotse.,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,2021,Bahri Trader,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1481,Bahri Abha,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1301,Bahri Yanbu,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1243,Layla,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1497,Bahri Hofuf,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1677,Bahri Bulk,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1302,Bahri Jeddah,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1286,Ghazal,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,532,Wafrah,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1296,Bahri Jazan,8192,4096
MIDEAST SHIP MANAGEMENT LTD JLT,174495,1684,Bahri Grain,8192,4096
KAWASAKI KISEN KAISHA,112109,38712,ENSHU MARU,8192,4096
KAWASAKI KISEN KAISHA,112109,38711,BISHU MARU,8192,4096
"Subcom, LLC",246759,4488,CS Global Sentinel Client 1,8192,4096
"Subcom, LLC",246759,553,CS Responder,8192,4096
Westrybflot JSC,250681,4375,Zamoskvorechye,8192,4096
Westrybflot JSC,250681,4057,Lazurnyy,8192,4096
RPK Rybflot FOR AO,250281,39585,Zakhar Sorokin,8192,4096
Mermaid Subsea Services,246926,558,M/V Mermaid Asiana ,8192,4096
Marlink SAS,163468,52396,Crystal River,8192,4096
Marlink SAS,163468,42365,Genesis River,8192,4096
POSH SAUDI CO.LTD.,258623,47399,POSH FULMAR,8192,4096
Uniwise Offshore Ltd,270093,54394,Uniwise Supporter,8192,4096
Siem Shipping UK Ltd,247991,38077,SIEM ARISTOTLE,8192,4096
Tha-Ra Express Offshore Company Limited,270194,56511,Express 101,8192,4096
Mermaid Subsea Services,246926,1108,Mermaid Sapphire,8192,4096
Frontline Management (Bermuda) Ltd,128786,60958,Baltimore Express,8192,4096
JSAT MOBILE COMMUNICATIONS INC,208629,43359,YOKOSUKA,8192,4096
Marine Technologies LLC,219349,38411,C-Installer,8192,4096
NGT Services (UK) Ltd.,250383,41300,Navigator Global,8192,4096
"CONNECTA SATELLITE SOLUTIONS, LLC",207029,53742,AllanKay,8192,4096
Marlink SAS,163468,61939,Patriot State,8192,4096
World Link Communications,101174,44753,Thalassa Niki ,8192,4096
Navarino Technology CY Ltd,241791,24051,GAZ IMPERIAL,8192,4096
Navarino Technology CY Ltd,241791,28267,AGIOS NIKOLAS,8192,4096
Navarino Technology CY Ltd,241791,24740,KYRAKATINGO,8192,4096
Torm A/S,246773,39507,Torm Leader,8192,4096
Torm A/S,246773,3392,Torm Resilience,8192,4096
Torm A/S,246773,1671,Torm Ragnhild,8192,4096
Torm A/S,246773,1487,Torm Republican,8192,4096
Torm A/S,246773,1382,Torm Helvig,8192,4096
Alphatron Marine BV,213709,5200,Ortelius,8192,2048
Alphatron Marine BV,213709,5202,Plancius,8192,2048
Alphatron Marine BV,213709,17227,Hondius (system 1),8192,2048
Alphatron Marine BV,213709,17228,Hondius (system 2),8192,2048
Frontline Management (Bermuda) Ltd,128786,511,M/V Front Queen,8192,4096
Frontline Management (Bermuda) Ltd,128786,2851,KSL Seoul,8192,4096
Frontline Management (Bermuda) Ltd,128786,4189,Front Capella,8192,4096
Frontline Management (Bermuda) Ltd,128786,3053,Front Leopard,8192,4096
Frontline Management (Bermuda) Ltd,128786,2533,KSL Santiago,8192,4096
Frontline Management (Bermuda) Ltd,128786,3450,Golden Incus,8192,4096
Frontline Management (Bermuda) Ltd,128786,4432,Front Polaris,8192,4096
Frontline Management (Bermuda) Ltd,128786,7662,FLEX FREEDOM Hull No 2492,8192,4096
Frontline Management (Bermuda) Ltd,128786,4129,Front Empire,8192,4096
Frontline Management (Bermuda) Ltd,128786,3381,Sea Marathon,8192,4096
Frontline Management (Bermuda) Ltd,128786,41470,SFL MAUI,8192,4096
Frontline Management (Bermuda) Ltd,128786,4276,Front Castor,8192,4096
Frontline Management (Bermuda) Ltd,128786,3997,Golden Opal,8192,4096
Frontline Management (Bermuda) Ltd,128786,4069,Front Earl,8192,4096
Frontline Management (Bermuda) Ltd,128786,4532,Front Pollux,8192,4096
Frontline Management (Bermuda) Ltd,128786,4126,Front Duchess,8192,4096
Frontline Management (Bermuda) Ltd,128786,4371,Front Crystal,8192,4096
Frontline Management (Bermuda) Ltd,128786,1961,Front Cougar,8192,4096
